bf7dabd009a2d6773faa96c05e708533a1c1a3b1,/,/.1,    [maven-release-plugin] rollback the release of mahout-14.1,/.2,/.3,100
737249b0db7fafd150ac56ddc2bc1b465b12abb7,MAHOUT-694,Bug,IndexOutOfBoundException using build-reuters.sh,Clustering,Major,100
1deba16f7d1309e0981b3400ad96f46d77e08dbe,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
1bbc6a96210a8edbcc396268cd5d924dffdcb109,/,/,    [maven-release-plugin] prepare release mahout-0.5,/,/,100
cbb1ad8c8a205ee543c6874aeaf7773d33f41fd2,/,/,    [maven-release-plugin] rollback the release of mahout-0.5,/,/,100
7ecf707b3e27fd665d74419957dade54755b57b4,/,/,    [maven-release-plugin] prepare release mahout-0.5,/,/,100
4cb42512b71cc1d410c0b438d4b0ca80864daa5e,/,/,    [maven-release-plugin] rollback the release of mahout-0.5,/,/,100
99b0f5429c482ba1af411d1a6c0e24567346143c,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
a14fd1c1e44f7e330809887a1e2f6e1b69f1137b,/,/,    [maven-release-plugin] prepare release mahout-0.5,/,/,100
804b46e093f9c0104a00f16f9a5305c8d7732125,/,/,    New signing key for srowen,/,/,100
b50c396cbafc60bdaf98de9d2f3d409d4e75d376,/,/,    Update surefire  javadoc  and changes.,/,/,100
77fa3161a89df6a2bb8688b1c4a5f1b97a474adf,MAHOUT-667,Improvement,Persistent storage of factorizations in SVDRecommender,Collaborative Filtering,Minor,100
ec7c14065938798598bbb514fc5228156d8ae533,MAHOUT-691,Bug,&quot;job&quot; file dependent jars in lib/ aren&apos;t found by Hadoop?,,Major,100
a6bdcbba056612ad4057e68c405527992e8a958b,MAHOUT-683,Improvement,LDA Vectorization,Clustering,Minor,100
4dd8881bff84519df3b90d8da3d4d53dea1f4b9b,MAHOUT-479,Improvement,Streamline classification/ clustering data structures,Clustering,Major,97.39923747
f3609730fc992b310afe36f0fd08e4183bd53188,MAHOUT-683,Improvement,LDA Vectorization,Clustering,Minor,98.54493581
522ee0b5dbf30156745e9d66abb70149c4ec4cfb,MAHOUT-319,Improvement,SVD solvers should be gracefully stoppable/restartable,Math,Major,95.8145137
bb62dab20ac28605492d778e1642e6e4bc50f6ab,/,/,    print out the usage along with the error  instead of just the info on the option that failed that way people can plan ahead and know all the options,/,/,100
a4778a48c6f21ab6a65189c737530c5e41ec75c8,MAHOUT-686,Improvement,Upgrade to Lucene/Solr 3.1.0,,Minor,99.83378664
8aecd6c6692856f92dc83119b2d2a0ebba36a0f6,MAHOUT-680,Improvement,Running the Hadoop script through bin/mahout to set up classpath,,Minor,100
8f2373a4af29e51bba97def52f29ba56fce3f06b,/,/,    Fix yet another test problem in examples,/,/,100
9ae4c2622ef2554bcce37353e48e511c16bf5df9,/,/,    Fix overlooked compile error from last change,/,/,100
39fe22402990d06f23a39cec18e74887ea5eb262,/,/,    Style  mostly javadoc. Move package.html files to newer package-info.java equivalent. Remove unused and deprecated VectorModelClassifier,/,/,98.94419306
5d14fc9bbf18cf7ef645f4a397aef18410f02c70,/,/,    Remove unnecessary copy in TimesSquaredJob  computePairwiseInnerProducts() (not used)  and properly add option for number of eigens to keep for cleansvd,/,/,100
a6f66312ac183a70a84c8867dc6c967d215cdfaa,MAHOUT-639,Improvement,Need special case to handle creating a new SequentialAccessSparseVector from a large (&gt; 1M dims) random/hashed vector,Math,Critical,100
dafeaaa6406c0f2b1ac6d5ca61ebc20ae114fcc1,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
d78e18637e66d1e5d25a036653a2ecaa92363fb5,/,/,    [maven-release-plugin] prepare release mahout-0.5-RC1,/,/,100
1d21076b4a67367f912de6762b4b4723b76cc4c4,MAHOUT-685,Bug,Make the maven release process work for 0.5,build,Major,100
f879fca57d41cb16830f8ad5a5202e38536238ad,/,/,    [maven-release-plugin] rollback the release of mahout-0.5-RC-1,/,/,100
3cf3f3056efc271af60e83107212115eeae52f68,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
fcd0f0ed5659e4946289e8f34f38f06d9333614c,/,/,    [maven-release-plugin] prepare release mahout-0.5-RC-1,/,/,100
0e3f35da37442d6dd451d355290aafb651805995,MAHOUT-662,,,,,100
8205dae408407f764e8f7bdfaa66feae7c94b32c,MAHOUT-662,,,,,100
ece4db69918406abb86c65cd422d3f9edf71be24,MAHOUT-681,Improvement,Remove AsymmetricSampledNormal  SampledNormal  L1  Normal Models and Distributions,Clustering,Minor,96.8373494
642d48ff0be783668753fbc0e06a32a6f03aea09,/,/,    Documentation updates for Jester example,/,/,100
15712a6eda44b04cb52e61ac04a779848f9485c1,/,/,    Style-ish stuff like copyright headers,/,/,100
57472918a320e2c4b2c011a875ecc5ad8591a620,MAHOUT-680,Improvement,Running the Hadoop script through bin/mahout to set up classpath,,Minor,100
691bf8e65a6fe348019acc637a648b1976ceef99,MAHOUT-679,Bug,ClusterDumper closes System.out,,Major,100
a4fc290a53eb512487388ff87d52569aa8adacc7,MAHOUT-679,Bug,ClusterDumper closes System.out,,Major,100
9c5a1f8e7a296438291a55ca58441045d1e75b0d,/,/,    Running TestClusterDumper clustering in sequential mode and commenting out SVD tests. Runs in 22s now,/,/,100
3ffddc56c4d954ae8c03fb41f8cf8290467266b0,MAHOUT-672,New Feature,Implementation of Conjugate Gradient for solving large linear systems,Math,Minor,97.26734477
0e23821df0e1b0e17d1ed7b196ed5185f6d2db33,MAHOUT-673,Improvement,Stochastic projection (SSVD) to use 64bit murmur hash to produce uniform distribution matrix elements,,Minor,100
a3b93795bb530d9be3f7b3c2dfac8e89a6a980e2,MAHOUT-675,Improvement,LuceneIterator throws an IllegalStateException when a null TermFreqVector is encountered for a document instead of skipping to the next one,Integration,Major,100
933e22a2afa9bfe6a38f1f33d6adb0cee6cc38aa,MAHOUT-479,Improvement,Streamline classification/ clustering data structures,Clustering,Major,99.90821478
afc8abbd70f2a3c5df25ef06d4b7e52572eee280,MAHOUT-677,Bug,The SimpleCsvExamples didn&apos;t really parsed the double correctly with the FastLine and FastLineReader,Examples,Minor,100
3e276bb4a8855734fa440845e75c9376b7a5cdcb,MAHOUT-638,Bug,Stochastic svd&apos;s is not handling well all cases of sparse vectors ,Math,Major,100
b479bd27035f0222df7176816afde0b14cfe4418,MAHOUT-638,Bug,Stochastic svd&apos;s is not handling well all cases of sparse vectors ,Math,Major,97.1050698
a581a13a5f3dc5688e231392dad652af1bcd6376,MAHOUT-675,Improvement,LuceneIterator throws an IllegalStateException when a null TermFreqVector is encountered for a document instead of skipping to the next one,Integration,Major,100
6ad3e135004f695f0a795cadf09d39f4a1b74bbb,MAHOUT-675,Improvement,LuceneIterator throws an IllegalStateException when a null TermFreqVector is encountered for a document instead of skipping to the next one,Integration,Major,100
c03322867930e5a9a40f19035eaf4d3cd26dafe2,/,/,    Maybe fix issue with accidentally reading _SUCCESS files from Cloudera distro,/,/,100
ff31f377268456d212763b9c60d9205acd3ab1ba,MAHOUT-674,Improvement,Let the TrainLogistic class could print the category feature weight probably,Examples,Trivial,100
8049eff6dd48dc2621219c51e1eef97dd62165c8,MAHOUT-479,Improvement,Streamline classification/ clustering data structures,Clustering,Major,99.95756719
172bb3bd8c83c45ba50a255621ddade9c8e8d1af,MAHOUT-479,Improvement,Streamline classification/ clustering data structures,Clustering,Major,90.22633745
3218e951e55dea4d2cb984be697f39bb70e82a36,/,/,    One last run-through of checkstyle  PMD and Findbugs for 0.5,/,/,99.89128071
bd368539913733904e9ca74c19c726258f2c3bbe,/,/,    Re-do some recent iterator-related changes that may have been clobbered in a merge. Fix an apparent typo bug in buildClusters() that would pass output as both input and output?,/,/,100
84f17ae48ddeaf6de637d839e4625aa32484fd00,MAHOUT-667,Improvement,Persistent storage of factorizations in SVDRecommender,Collaborative Filtering,Minor,100
4e75f777e8ecebf0fc36cdebc5b62e1ca9d68413,MAHOUT-664,Improvement,Remove usage of XStream string serialization too?,,Minor,100
d8ac693133622ba28da15d54bf0d5400697242dc,MAHOUT-666,Bug,DistributedSparseMatrix should clean up after itself when doing times(Vector) and timesSquared(Vector),Math,Minor,100
82f941298bad7760b61485d029590efd6994b43d,/,/,    Fix intermitten failure with MahoutEvaluatorTest and MahoutEvaluator by rationalizing use of input/output dirs,/,/,100
f147e17328f402f6a6580878a3a772ed298f2dae,MAHOUT-669,Bug,Scripts should specify bash instead of /bin/sh,,Major,100
471cb81754b3f377abd077efd57f9ae9e1978f68,MAHOUT-640,Improvement,Implementation of refresh in SVDRecommender,Collaborative Filtering,Minor,100
11afe576b256b9b44229348cddfadaddbb359f0f,MAHOUT-640,Improvement,Implementation of refresh in SVDRecommender,Collaborative Filtering,Minor,100
f3a9cc138cf2e4e64436d24eda06d32d335aff85,/,/,    More use of Guava  more tweaks like copyright headers,/,/,99.67355822
bd5d2f30a93f7accbf019c34e88ed47cfea0fa64,MAHOUT-542,New Feature,MapReduce implementation of ALS-WR,Collaborative Filtering,Major,91.42647329
fb7dd583e70de55c491b5582ea843faa0e89dfdb,MAHOUT-665,Improvement,Do we need org.apache.mahout.common.cache?,,Minor,99.77834072
ce284d8f2cd8e9ad9901c8ee9f8e277e2dc17858,MAHOUT-666,Bug,DistributedSparseMatrix should clean up after itself when doing times(Vector) and timesSquared(Vector),Math,Minor,100
9af07ed974ec639518d6980448ab892c6c120908,MAHOUT-626,Improvement,T1 and T2 Values in Canopy (&amp; MeanShift) ,Clustering,Major,100
80366ee59bc003a5cf18910340bd3d2a08d87de5,MAHOUT-661,Improvement,Finish iterator overhaul by using Google Guava,Integration,Minor,91.14983769
328a543e60954f3e7c83a58af55d15d76804991d,MAHOUT-552,Bug,AbstractCluster eliminates NamedVectors by replacing them with RandomAccessSparseVector always,Clustering,Minor,100
554f434158d7adffdb8d41b88166a5d15ddee724,/,/,    FuzzyKMeansReducer was missing cluster.computeParameters() and so was never updating centroids. All tests run,/,/,100
6063d3f5927847c6200793beb798a7d30df5b811,MAHOUT-659,Bug,Remove use of java.net repository from build,,Major,100
105be3e11b0bc426879dd3ea1f9bcb30adbfdd4f,MAHOUT-660,Bug,Fix fastinstall profile to work without prior build with tests,build,Major,100
c439f53c74d6c8589ced4c89c1a312bbf70d8d62,MAHOUT-657,New Feature,Sample code to apply SVD to the KDD data,Collaborative Filtering,Major,99.6645546
abff05e2a13cb88d4d4628062d2bbf02df058b08,/,/,    Merge branch 'pom-cleanup' into trunk,/,/,100
c8e77d84ea952b1e0d17164e8aa0ddd5fbed039f,/,/,    A tiny bit of javadoc.,/,/,100
ad17b0d1f00bea5f1932ce3d8f2170120e29d4f2,/,/,    Refactor JDBC-related iterators and simplify. Fixes exception from last commit.,/,/,96.55291279
208aa074f35c0c0143f9ad00b7f0056299b80eba,/,/,    More changes for FindBugs / inspections / PMD / checkstyle,/,/,96.56786271
4641c87ebc5e8cd9d2764b6a17445d6ce7dc3997,MAHOUT-510,Task,Standardize serialization mechanisms,,Major,99.49085423
05a29c3f08b8f938e98c00703588db145d09f6f4,MAHOUT-588,Task,Benchmark Mahout&apos;s clustering performance on EC2 and publish the results,,Major,100
75d76fdf94a30adbf43c0ab97261891abe7e8db8,/,/,    Remove refs to nonexistent Mahout-specific versions of other libraries,/,/,100
375e080d1f9b53631b55a40cdb88850d859677f9,/,/,    Fix related to r1087225,/,/,100
35032b8b4e08e8873ac02d96cb2a63f5b19daae3,MAHOUT-510,Task,Standardize serialization mechanisms,,Major,96.77814743
0681eb11afbe12e512e0c475ef3e76018500c6a9,MAHOUT-651,Improvement,Pass hadoop configuration to methods that use FileSystem operations  even if they don&apos;t invoke map/reduce jobs,Clustering,Major,100
4b30ce3d047911e9f6a9924a2ad6ea625f2c99b8,MAHOUT-622,Improvement,Mahout dependencies are unified under dependency management in parent pom,,Minor,100
3d4e6f287302a1d1e6371688829a2c007f971592,MAHOUT-369,Bug,Issues with DistributedLanczosSolver output,Math,Major,99.16036944
281156e2c3a5a768f5fe70db3dd1e6bcd9edf152,MAHOUT-649,Bug,Test org.apache.mahout.text.SequenceFilesFromMailArchivesTest fails on windows,,Minor,99.93114133
2d2e58631ae92e4e989f3114c3e37a033c003983,MAHOUT-646,Bug,Cannot run Wikipedia example on Amazon Elastic MapReduce (EMR),Classification,Minor,99.87966306
e23728debd770f4710d9455c5bb6117b3d864ff9,MAHOUT-648,New Feature,API-changes for optimizing recommender performance in some usecases,Collaborative Filtering,Major,99.55303421
d023fad1ab0f9443a4d67f8924a42907d1616940,MAHOUT-644,Improvement,LuceneIterable does not throw exception if field does not have term vectors,Integration,Minor,99.96555288
b16c26072da5828e6b9a05a882da838463a8f2a6,/,/,    More from a run of the style checker / FindBugs / PMD / etc,/,/,99.94828478
62b237759d5f37a0b1400655248ff4c7428e3d3e,MAHOUT-647,Bug,Two small bugs in seq2sparse,Integration,Minor,100
2feae277d324ec985d93624a4f34f66813e53007,MAHOUT-645,Improvement,Elkan distance optimization for VectorBenchmarks class,Clustering,Minor,99.77547496
be09d7347223baab6bc217502661e4caa69de3a4,MAHOUT-641,Bug,DistributedRowMatrix hadoop jobs ignore Configuration set via setConf(),Math,Major,93.9361863
a116dc7085f78ae025a7d13c0ff078a1c71f3f4e,MAHOUT-643,Improvement,Adding CityBlockSimilarity and DistributedCityBlockDistanceVectorSimilarity,Math,Minor,99.93273241
a13b4b7fae76062d7db63aebbde750fce6daed70,MAHOUT-633,Improvement,Add SequenceFileIterable; put Iterable stuff in one place,Collaborative Filtering,Minor,94.9955973
00e3d8f9f8141d438edc817b64c8bc4ee667245b,MAHOUT-643,Improvement,Adding CityBlockSimilarity and DistributedCityBlockDistanceVectorSimilarity,Math,Minor,100
39386b2bbfb0b6f0e0d360d262be714f86337009,MAHOUT-637,Improvement,Remove direct HBase dependency,Classification,Minor,99.79066023
b0ac9f5178fe52ed4b7e82feb610ffcb1417da48,MAHOUT-638,Bug,Stochastic svd&apos;s is not handling well all cases of sparse vectors ,Math,Major,99.95165968
dec61dee27807815b9308b75213f067a53c81f32,MAHOUT-622,Improvement,Mahout dependencies are unified under dependency management in parent pom,,Minor,100
f29a874f803f76c090c55db9ef02a85113773964,MAHOUT-636,Improvement,Remove CompactRunningAverage,Collaborative Filtering,Minor,96.78435273
c36923f525ef9be0f6e11e71bc892c52734b7b99,MAHOUT-588,Task,Benchmark Mahout&apos;s clustering performance on EC2 and publish the results,,Major,99.82923497
747dfa4eda826821c2df5c99cd1d587ccb4011b4,MAHOUT-548,Improvement,Add support for CSV for Vector IO,,Minor,99.82864976
bdacb9a41ec7c5acc53b606ff63d2e2bea47dc5a,/,/,    add ASL,/,/,100
763433cd756da7fda62e1fe6ee60a52f2c8d5221,MAHOUT-634,Improvement,Need more online averagers,,Major,99.91410411
af775ba7dd35ba27f836de39a2610c1c1e82afde,MAHOUT-542,New Feature,MapReduce implementation of ALS-WR,Collaborative Filtering,Major,99.09675178
466f319cead11e9733dbfd0d25a343627e102aad,MAHOUT-590,Improvement,add TSV (Tab Separate Value) input file support to SequenceFilesFromDirectory,Integration,Minor,99.82422218
6aa2bdbd288919f6ac2c97feae8a066b921c0150,MAHOUT-628,New Feature,Add an option to prune away users with less than a given number of preferences to ItemSimilarityJob and RecommenderJob,Collaborative Filtering,Major,99.78906662
58fb7c5df98097318453db2cb7e7b413a4749719,/,/,    make LocalSSVDSolverTest create tempfiles correctly,/,/,100
baa399cd2361dd4c6b5ca5a0357f9b18376d35af,MAHOUT-625,Bug,Some of generated patterns have support higher than in reality,,Major,99.92975061
c4597cb82df23157764baed7f8944f713316e75f,MAHOUT-630,Bug,Small bug in WeightedRunningAverage; add WeightedRunningAverageAndStdDev,Collaborative Filtering,Minor,97.28889656
a25bab20fbd704726013b64d93a965763ffb04ad,/,/,    ... more removal of spurious and maybe expensive allocations at scale,/,/,100
9ceb0970e01ca74cd0ea2bf030d60291cd603d52,/,/,    Avoid a String allocation  per Tamas,/,/,100
c4550a1812cbb5a8f6db8250c604635527bfd538,MAHOUT-623,Improvement,Bug/improvement: add &quot;overwrite&quot; option to Stochastic SVD command line and API,Math,Trivial,100
f5bb6b7eadaf63e07a79e5c13a1cbbe59576538d,MAHOUT-616,Bug,Cannot use MahalanobisDistanceMeasure with Dirichlet clustering,Clustering,Minor,99.77936185
17988ce5e65cf9668c68e2704620c82d5bd84817,/,/,    Last of first round of changes for KDD Cup example code,/,/,98.93437077
d25dd2069df700169753952a2dec44879a5178c2,/,/,    Iterate more on KDD Cup support code now that I've tried it a bit and see it could be better,/,/,98.46860643
07bfa59e5a3a359136e0c565564dfe769f3f84db,MAHOUT-617,Bug,FPGrowth/PFPGrowth giving out wrong results. ,,Major,100
3bfdd3a08ea71973c5f475ceec147079b8430890,MAHOUT-541,Improvement,Incremental SVD Implementation,Collaborative Filtering,Major,100
2f4ac68921f348abbebbb9e6434c9531972539a8,MAHOUT-541,Improvement,Incremental SVD Implementation,Collaborative Filtering,Major,99.93127148
f696d3635f390a514bd708ffa762486850f55ed1,MAHOUT-618,Bug,mahout-math&apos;s pom.xml should be configured to compile in Java6,Math,Major,100
75ea223e804ad6936976ef9ffd7947f45a690c75,MAHOUT-619,Improvement,Add normalized discounted cumulative gain to recommender evaluator,Collaborative Filtering,Minor,100
13bd3085ad83d08efe45ab4cb20f296ee9f8c7a5,MAHOUT-593,New Feature,Backport of Stochastic SVD patch (Mahout-376) to hadoop 0.20 to ensure compatibility with current Mahout dependencies.,Math,Major,100
151de0d737501af5dcfee8a21bc7d18ff6edddc8,MAHOUT-593,New Feature,Backport of Stochastic SVD patch (Mahout-376) to hadoop 0.20 to ensure compatibility with current Mahout dependencies.,Math,Major,99.3947778
7a9e99ec4ac53d32d598b63412ee470fc8a03c2e,/,/,    Example code to parse and run recs on Yahoo's KDD Cup data set (and some associated changes to enable the example),/,/,99.35382466
14bfc076eaa8a8af2484c95b0c8945f836256587,/,/,    Adding eclipse project files to gitignore as an excuse to test git-svn commits,/,/,100
530253de47fb45ec813f45109bb1036ff3f87cb7,/,/,    Resurrect DoubleFunction  even though all such classes really belong in mahout-collections  for consistency.,/,/,99.1085755
43c059c7dec4d67a7cebac94356d7ee068c9e00c,/,/,    Properly clear estimatedPreferenceCache on updates,/,/,100
aadc0984ea019fcc79867386406d0c3bf1037ac7,MAHOUT-614,Bug,org.apache.mahout.classifier.baytes.MultipleOutputFormat not working as intended with Hadoop 0.20?,Classification,Major,100
d61a0ee216389fcac1d3e56f531aa4cc8f597c59,/,/,    Another round of checkstyle / findbugs / PMD changes,/,/,99.16500272
d2fe1ac3708c6aecf61858692f5b0f61789e3464,MAHOUT-608,Improvement,Collect various data directories in Mahout dir structure,,Major,100
c181b9f5f0d9b8933f1b3bce9efd9ecabaa6a362,MAHOUT-613,Improvement,Added descriptive messages to calls to Preconditions.checkNotNull(),,Trivial,100
4ee6a1fbc4ffcf701582d75e5509f407ea371a8f,MAHOUT-610,Bug,Not all Coocurrences provided to SimilarityReducer,Math,Major,100
0b04779565a30f0e1e6debb6c2ce846fb1df1447,MAHOUT-604,Bug,Bayes Classifier fails on data other than training data,Classification,Major,100
75d18373ebd5ebf291ffcd58f2d51fc1ca2fe358,/,/,    renaming constructor arg in RandomAccessSparseVector for more clarity,/,/,100
37d9cca5df12c5d6104038179f20e6d34aa58a74,MAHOUT-606,Improvement,Parallelize non-distributed ALSWRFactorizer,Collaborative Filtering,Major,100
5a2a2562e8231d1c7e159023bb658d3f675612df,MAHOUT-608,Improvement,Collect various data directories in Mahout dir structure,,Major,100
